NUVA,label,comment,abstract
VAC['0270'],"Inactivated Polio vaccine, unspecified",Inactivated polio (trivalent) vaccine,True
VAC['0271'],ISTIVAC,Trivalent inactivated seasonal influenza vaccine,False
VAC['0272'],KAKSOISROKOTE DUBBELVACCIN,Diphtheria toxoid (standard dose) and tetanus toxoid pediatric vaccine,False
VAC['0273'],KIKHOSTE-VAKSINE,Pertussis (whole-cell inactivated) vaccine,False
VAC['0274'],LANCY VAXINA,"Smallpox vaccine, first-generation, live vaccinia virus",False
VAC['0275'],LAVANTUU TIROKOTE,"Typhoid vaccine, unspecified",False
VAC['0276'],LIOVAX,"Smallpox vaccine, first-generation, live vaccinia virus",False
VAC['0277'],LIRUBEL,Live attenuated measles and rubella vaccine,False
VAC['0278'],LIRUGEN,Live attenuated measles vaccine,False
VAC['0280'],MUMPS-MEASLES VACCINE MICROGEN,Live attenuated measles and mumps vaccine,False
VAC['0281'],LM - 3 RIT,"Live attenuated measles, mumps and rubella vaccine",False
VAC['0282'],LTEANAS IMUNA,Tetanus toxoid vaccine,False
VAC['0283'],LYMERIX,"Recombinant Lyme disease vaccine, OspA antigen",False
VAC['0284'],LYOVAC ATTENUVAX,Live attenuated measles vaccine,False
VAC['0285'],LYOVAC MERUVAX,Live attenuated rubella vaccine,False
VAC['0286'],M-M-R II,"Live attenuated measles, mumps and rubella vaccine",False
VAC['0287'],M-R VAX,Live attenuated measles and rubella vaccine,False
VAC['0288'],M-R VAX II,Live attenuated measles and rubella vaccine,False
VAC['0289'],M-VAX PFIZER,Live attenuated measles vaccine,False
VAC['0290'],MASERN-IMPFSTOFF SSW,Live attenuated measles vaccine,False
VAC['0291'],MEASLES VACCINE AIK-C STRAIN POLYVAC,Live attenuated measles vaccine,False
VAC['0292'],MEASLES VACCINE DK3,Live attenuated measles vaccine,False
VAC['0293'],MENAFRIVAC,"Meningococcal conjugate vaccine, serogroup A (conjugated to tetanus toxoid)",False
VAC['0294'],MENCEVAX A,"Unconjugated meningococcal polysaccharide vaccine, serogroup A",False
VAC['0295'],MENOMUNE-A/C/Y/W-135,"Unconjugated meningococcal polysaccharide vaccine, serogroups A, C, W and Y",False
VAC['0296'],MENPOVAX 4 A+C+Y+W135,"Unconjugated meningococcal polysaccharide vaccine, serogroups A, C, W and Y",False
VAC['0297'],MENPOVAX A+C,"Unconjugated meningococcal polysaccharide vaccine, serogroups A and C",False
VAC['0298'],MERUVAX,Live attenuated rubella vaccine,False
VAC['0299'],MERUVAX II,Live attenuated rubella vaccine,False
VAC['0300'],MEVILIN-L,Live attenuated measles vaccine,False
VAC['0301'],MMR,"Live attenuated measles, mumps and rubella vaccine",False
VAC['0303'],MONIARIX,"Unconjugated pneumococcal polysaccharide vaccine, 17-valent, serotypes 1, 2, 3, 4, 6A, 7F, 8, 9N, 11A, 12F, 14, 15F, 17F, 18C, 19F, 23F and 25",False
VAC['0304'],MOPAVAC SEVAC,Live attenuated measles and mumps vaccine,False
VAC['0305'],MOPV,"Polio vaccine (live attenuated, trivalent) against polioviruses 1, 2 and 3, oral",False
VAC['0306'],MORBILVAX,Live attenuated measles vaccine,False
VAC['0307'],MORUBEL,Live attenuated measles and rubella vaccine,False
VAC['0308'],MORUMAN BERNA PRODUCTS,Measles immunoglobulin,False
VAC['0309'],MORUPAR,"Live attenuated measles, mumps and rubella vaccine",False
VAC['0310'],MOVIVAC,Live attenuated measles vaccine,False
VAC['0311'],MUMATEN BERNA PRODUCTSNA,Live attenuated mumps vaccine,False
VAC['0312'],MUMPS LIVE,Live attenuated mumps vaccine,False
VAC['0313'],MUMPS inactivated,Whole virion Inactivated mumps vaccine,False
VAC['0315'],MUMPSVAX,Live attenuated mumps vaccine,False
VAC['0317'],NABI-HB,Hepatitis B immunoglobulin,False
VAC['0318'],NOTHAV,Inactivated hepatitis A vaccine,False
VAC['0319'],OMNIHIB,"Haemophilus influenzae type b vaccine, capsular polysaccharide (polyribosylribitol phosphate, PRP) conjugated to tetanus toxoid",False
VAC['0320'],"OPV 1-2-3, unspecified","Polio vaccine (live attenuated, trivalent) against polioviruses 1, 2 and 3, oral",True
VAC['0321'],ORIMUNE,"Polio vaccine (live attenuated, trivalent) against polioviruses 1, 2 and 3, oral",False
VAC['0322'],PARIORIX,Live attenuated mumps vaccine,False
VAC['0323'],PAVIVAC-SEVAC,Live attenuated measles vaccine,False
VAC['0324'],"Pneumococcal conjugate vaccine, 7 valent, unspecified","Pneumococcal polysaccharide conjugate vaccine, 7-valent, serotypes 4, 6B, 9V, 14, 18C, 19F and 23F",True
VAC['0325'],PEDIARIX,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose), inactivated polio (trivalent) and hepatitis B (recombinant) pediatric vaccine",False
VAC['0326'],PEDVAXHIB,"Haemophilus influenzae type b vaccine, capsular polysaccharide (polyribosylribitol phosphate, PRP) conjugated to outer membrane protein of Neisseria meningitidis serogroup B",False
VAC['0327'],PENTA,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, 5 components, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid) and inactivated polio (trivalent) pediatric vaccine, adsorbed",False
VAC['0328'],PENTACEL,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, 5 components, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid) and inactivated polio (trivalent) pediatric vaccine, adsorbed",False
VAC['0330'],PENTACT-HIB,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated), Haemophilus influenzae type b (conjugated to tetanus toxoid) and inactivated polio (trivalent) pediatric vaccine, adsorbed",False
VAC['0332'],PENTAVALENTE,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated), Haemophilus influenzae type b (conjugated to tetanus toxoid) and hepatitis B (recombinant) pediatric vaccine",False
VAC['0333'],PFIZER VAX-MEASLES K INACTIVATED,"Whole inactivated measles vaccine, old",False
VAC['0334'],PFIZER VAX-MEASLES L,Live attenuated measles vaccine,False
VAC['0335'],PLUSERIX,"Live attenuated measles, mumps and rubella vaccine",False
VAC['0336'],PNEUMOVAX,"Unconjugated pneumococcal polysaccharide vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",False
VAC['0337'],PNU-IMUNE 23,"Unconjugated pneumococcal polysaccharide vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",False
VAC['0338'],POLIACEL,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, 5 components, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid) and inactivated polio (trivalent) pediatric vaccine, adsorbed",False
VAC['0339'],"Pneumococcal polysaccharide vaccine 23-valent, unspecified","Unconjugated pneumococcal polysaccharide vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",True
VAC['0341'],PREVNAR,"Pneumococcal polysaccharide conjugate vaccine, 7-valent, adsorbed, serotypes 4, 6B, 9V, 14, 18C, 19F and 23F",False
VAC['0343'],ProHIBiT,Haemophilus influenzae type b conjugate vaccine (PRP-D),False
VAC['0344'],"PRP-OMP Hib vaccine, unspecified",Haemophilus influenzae type b conjugate vaccine composed of PRP (polyribosylribitol phosphate) conjugated with OMP (Neisseria meningitidis outer-membrane protein),True
VAC['0345'],"Hib PRP-T conjugated vaccine, unspecified",Haemophilus influenzae type b conjugate vaccine composed of PRP (polyribosylribitol phosphate) conjugated to tetanus toxoid,True
VAC['0346'],PURIVAX,Inactivated polio (trivalent) vaccine,False
VAC['0347'],QUADRACEL,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose) and inactivated polio (trivalent) pediatric vaccine",False
VAC['0348'],QUADRACEL/HIBEST,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, 5 components, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid) and inactivated polio (trivalent) pediatric vaccine, adsorbed",False
VAC['0349'],QUADRIGEN,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated) and inactivated polio (trivalent) pediatric vaccine",False
VAC['0350'],QUATRO-VIRELON,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose) and inactivated polio (trivalent) pediatric vaccine",False
VAC['0351'],QUINTUPLE,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid) and hepatitis B (recombinant) pediatric vaccine",False
VAC['0352'],R-HB VACCINE,"Recombinant hepatitis B vaccine, adult dose",False
VAC['0353'],R-VAC,Live attenuated rubella vaccine,False
VAC['0354'],RA27/3,Live attenuated rubella vaccine,False
VAC['0355'],RABAVERT,"Whole virion inactivated rabies vaccine, Flury LEP strain, purified chick embryo cell vaccine (PCECV), inactivated with ß-propiolactone",False
VAC['0356'],RECOMBIVAX HB PÉDIATRIQUE,Hepatitis B vaccine (Paediatric and adult dosage at 10 µg and dosage for dialysis patients at 40 µg),False
VAC['0357'],"RESPIGAM, RSV-IVIG",Immunoglobulin anti-RSV,False
VAC['0358'],"Rabies immunoglobulin human origin, unspecified","Rabies immunoglobulin, human origin",True
VAC['0359'],RIMEVAX,Live attenuated measles vaccine,False
VAC['0360'],RIMPARIX,Live attenuated measles and mumps vaccine,False
VAC['0361'],RIT - LM-2,Live attenuated measles and mumps vaccine,False
VAC['0362'],RIT - LM-3,"Live attenuated measles, mumps and rubella vaccine",False
VAC['0363'],ROTASHIELD,Rotavirus vaccine (First),False
VAC['0364'],RUBEATEN BERNA PRODUCTS,Live attenuated rubella vaccine,False
VAC['0365'],RUBELLA VACCINE MICROGEN,Live attenuated rubella vaccine,False
VAC['0366'],RUBELLA-KOVAX,Live attenuated rubella vaccine,False
VAC['0367'],RUBELLOVAC,Live attenuated rubella vaccine,False
VAC['0368'],RUBELOGEN,Live attenuated rubella vaccine,False
VAC['0369'],RUBEOVAX,Live attenuated measles vaccine,False
VAC['0370'],RVA RABIES VACCINE ABSORBED BIOPORT,"Whole virion inactivated rabies vaccine, adsorbed on aluminium phosphate from BioPort laboratory",False
VAC['0371'],POLIO SABIN GSK,"Polio vaccine (live attenuated, trivalent) against polioviruses 1, 2 and 3, oral",False
VAC['0372'],SAHIA,"Polio vaccine (live attenuated, trivalent) against polioviruses 1, 2 and 3, oral",False
VAC['0373'],SALK,Inactivated polio (trivalent) vaccine,False
VAC['0374'],SANDOVAC,Trivalent inactivated seasonal influenza vaccine,False
VAC['0375'],SEROBACTERIN,Inactivated whole-cell cholera vaccine for injection combined with polysaccharide typhoid vaccine,False
VAC['0376'],SHANCHOL,Oral Inactivated whole-cell cholera vaccine,False
VAC['0377'],TRIPLE ANTIGEN SII,"Paediatric diphtheria vaccine (toxoid, standard dose), tetanus vaccine (toxoid) and pertussis vaccine (whole inactivated)",False
VAC['0378'],SYNAGIS 100 mg (PALIZIVUMAB),hRSV monoclonal antibody,False
VAC['0379'],T-IMMUN,Tetanus toxoid vaccine,False
VAC['0380'],"T.Polio, unspecified",Tetanus toxoid and inactivated polio (trivalent) vaccine,True
VAC['0382'],"Tetanus diphtheria vaccine, unspecified",Diphtheria toxoid (unspecified dose) and tetanus toxoid vaccine,True
VAC['0383'],ANATOXAL TE,Tetanus toxoid vaccine,False
VAC['0384'],TE/VAC/PTAP,Tetanus toxoid vaccine (Yugoslavia),False
VAC['0385'],TELVACLPTAP,Tetanus toxoid vaccine,False
VAC['0386'],TETAMYN,Tetanus toxoid vaccine,False
VAC['0387'],TETANOL,Tetanus toxoid vaccine,False
VAC['0388'],TETASORBAT SSW,Tetanus toxoid vaccine,False
VAC['0389'],TETAMUN SSW,Tetanus toxoid vaccine,False
VAC['0390'],TETRACT-HIB,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated) et Haemophilus influenzae type b (conjugated to tetanus toxoid) pediatric vaccine",False
VAC['0391'],TETRAMUNE,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated) and Haemophilus influenzae type b (conjugated to diphtheria toxoid) pediatric vaccine",False
VAC['0392'],TETRAVAX,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated) and inactivated polio (trivalent) pediatric vaccine",False
VAC['0393'],TICE BCG,Tuberculosis vaccine,False
VAC['0394'],TIG,Anti-tetanus immunoglobulin,False
VAC['0395'],TITIFICA,"Typhoid and paratyphoid A and B vaccine, whole-cell inactivated",False
VAC['0396'],BIOPOLIO,"Polio vaccine (live attenuated, trivalent) against polioviruses 1, 2 and 3, oral",False
VAC['0397'],TRESIVAC LYOPHILIZED,"Live attenuated measles, mumps and rubella vaccine",False
VAC['0398'],TRI-IMMUNOL,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False
VAC['0399'],TRIACEL,"Diphtheria toxoid (standard dose), tetanus toxoid and inactivated polio (trivalent) pediatric vaccine",False
VAC['0400'],TRIACELLUVAX,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (multicomponent acellular, standard dose) pediatric vaccine",False
VAC['0401'],TRIHIBIT,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose) and Haemophilus influenzae type b (conjugated to tetanus toxoid) vaccine",False
VAC['0403'],TRINIVAC,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False
VAC['0404'],TRIPACEL,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (multicomponent acellular, standard dose) pediatric vaccine",False
VAC['0405'],TRIPEDIA,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (multicomponent acellular, standard dose) pediatric vaccine",False
VAC['0407'],TRIPLE,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False
VAC['0408'],TRIPLE ANTIGEN,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False
VAC['0409'],TRIPLE SABIN,"Polio vaccine (live attenuated, trivalent) against polioviruses 1, 2 and 3, oral",False
VAC['0410'],TRIPLE VIRAL,"Live attenuated measles, mumps and rubella vaccine",False
VAC['0411'],TRIVACUNA LETI,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False
VAC['0412'],TRIVAX,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (multicomponent acellular, standard dose) pediatric vaccine",False
VAC['0413'],TRIVAX-AD,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (multicomponent acellular, standard dose) pediatric vaccine",False
VAC['0414'],TRIVAX-HIB,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose) et Haemophilus influenzae type b (conjugated to tetanus toxoid) pediatric vaccine",False
VAC['0415'],TRIVB,"Diphtheria toxoid (standard dose), tetanus toxoid and inactivated polio (trivalent) pediatric vaccine",False
VAC['0416'],TRIVIRATEN,"Live attenuated measles, mumps and rubella vaccine",False
VAC['0417'],TRIVIVAC SEVAC,"Live attenuated measles, mumps and rubella vaccine",False
VAC['0418'],TRIVIVAC Y,"Live attenuated measles, mumps and rubella vaccine",False
VAC['0419'],SHANTT,Tetanus toxoid vaccine,False
VAC['0420'],BIO-TT,Tetanus toxoid vaccine,False
VAC['0421'],TUSSITRUPIN FORTE,Pertussis (whole-cell inactivated) vaccine,False
VAC['0423'],TWINRIX JUNIOR,"Combined hepatitis A and B vaccine, pediatric dose",False
VAC['0424'],"Live attenuated oral typhoid vaccine, unspecified","Live attenuated typhoid vaccine, strain Ty21a, oral",True
VAC['0425'],TYNE,Tuberculosis vaccine,False
VAC['0426'],TYPHOID VACCINE WYETH,Whole-cell inactivated typhoid vaccine,False
VAC['0427'],TYPHOID-KOVAX,Polysaccharide typhoid vaccine (Vi capsular antigen),False
VAC['0428'],VA-MENGOC-BC,"Meningococcal vaccine, serogroups B and C",False
VAC['0429'],VACCIN COMBINAT DIFTERO-TETANIC,Diphtheria toxoid (standard dose) and tetanus toxoid pediatric vaccine,False
VAC['0430'],VACCIN DIFTERIC ADSORBIT,Diphtheria toxoid (unspecified dose),False
VAC['0431'],VACCINUM MORBILLORUM VIVUM,Live attenuated measles vaccine,False
VAC['0432'],VACINA DUPLA,Diphtheria toxoid (standard dose) and tetanus toxoid pediatric vaccine,False
VAC['0433'],VACINA TRIPLICE,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated or acellular, unspecified dose) pediatric vaccine",False
VAC['0434'],VACINA TRIPLICE VIRAL,"Live attenuated measles, mumps and rubella vaccine",False
VAC['0435'],VAKSIN CACAR,"Smallpox vaccine, first-generation, live vaccinia virus",False
VAC['0436'],VAKSIN CAMPAK KERING,Live attenuated measles vaccine,False
VAC['0437'],VAKSIN KOTIPA,Inactivated whole-cell cholera vaccine for injection combined with inactivated whole-cell typhoid vaccine,False
VAC['0438'],VAKSIN SERAP,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated or acellular, unspecified dose) pediatric vaccine",False
VAC['0439'],VAMOAVAX,Live attenuated measles and mumps vaccine,False
VAC['0441'],SKYVARICELLA INJ,Live attenuated chickenpox vaccine (SK Bioscience laboratory),False
VAC['0442'],VARICELLON,Immunoglobulin against chickenpox virus,False
VAC['0443'],SEVAC VARIE,"Smallpox vaccine, first-generation, live vaccinia virus",False
VAC['0444'],VAXEM-HIB,Haemophilus influenzae type b (conjugated to diphtheria toxoid) vaccine,False
VAC['0445'],VAXIPAR,Live mumps vaccine,False
VAC['0446'],VCDT,Diphtheria toxoid (standard dose) and tetanus toxoid pediatric vaccine,False
VAC['0447'],VDA VACCIN DIFTERIC ADSORBIT,Diphtheria toxoid (standard dose) pediatric vaccine,False
