NUVA,NUVA label,IsAbstract,SCT_NUVA,SCT_NUVA label,Best,Blur,Equiv
VAC0077,IMOVAX OREILLONS,False,SCT_NUVA-2611002000101,"Mumps vaccine, unspecified",False,,
VAC0078,RUDI-ROUVAX,False,SCT_NUVA-1551002000105,RUDI-ROUVAX,True,1,1
VAC0078,RUDI-ROUVAX,False,SCT_NUVA-6851002000100,"Measles-Rubella vaccine, unspecified",False,,
VAC0079,ENCEPUR,False,SCT_NUVA-1571002000102,ENCEPUR,True,1,1
VAC0079,ENCEPUR,False,SCT_NUVA-13951002000104,"Whole inactivated tick-borne encephalitis vaccine, strain K23, unspecified",False,,
VAC0079,ENCEPUR,False,SCT_NUVA-2511002000102,"Tick-borne encephalitis vaccine, unspecified",False,,
VAC0080,BCG PASTEUR,False,SCT_NUVA-1581002000104,BCG PASTEUR,True,1,1
VAC0080,BCG PASTEUR,False,SCT_NUVA-2321002000100,"BCG vaccine, unspecified",False,,
VAC0082,MENBVAC,False,SCT_NUVA-1601002000107,MENBVAC,True,1,1
VAC0082,MENBVAC,False,SCT_NUVA-2561002000104,"Meningococcal B:14:P1.7,16 vaccine, unspecified",False,,
VAC0082,MENBVAC,False,SCT_NUVA-9661002000107,"Meningococcal B vaccine, unspecified",False,,
VAC0083,SYNFLORIX,False,SCT_NUVA-1641002000109,SYNFLORIX,True,1,1
VAC0083,SYNFLORIX,False,SCT_NUVA-14931002000106,"10-valent Pneumococcus conjugate vaccine, unspecified",False,,
VAC0083,SYNFLORIX,False,SCT_NUVA-2681002000106,"Pneumococcal vaccine, unspecified",False,,
VAC0083,SYNFLORIX,False,SCT_NUVA-9721002000109,"Pneumococcal conjugate vaccine, serotypes unspecified",False,,
VAC0084,"H5N1 pre-pandemic influenza vaccine, unspecified",True,SCT_NUVA-1661002000108,"H5N1 pre-pandemic influenza vaccine, unspecified",True,2,1
VAC0084,"H5N1 pre-pandemic influenza vaccine, unspecified",True,SCT_NUVA-15421002000102,"A(H5) avian influenza vaccine, unspecified",False,,
VAC0085,T POLIO MERIEUX,False,SCT_NUVA-1671002000103,T POLIO MERIEUX,True,1,1
VAC0085,T POLIO MERIEUX,False,SCT_NUVA-5061002000101,"T.Polio, unspecified",False,,
VAC0086,TETAVAX,False,SCT_NUVA-1681002000100,TETAVAX,True,1,1
VAC0086,TETAVAX,False,SCT_NUVA-2291002000107,"Tetanus vaccine, unspecified",False,,
VAC0087,VAXICOQ,False,SCT_NUVA-1691002000102,VAXICOQ,True,1,1
VAC0087,VAXICOQ,False,SCT_NUVA-2771002000100,"Whole-cell inactivated pertussis vaccine, unspecified",False,,
VAC0087,VAXICOQ,False,SCT_NUVA-9461002000105,"Pertussis vaccine, unspecified",False,,
VAC0088,"DTIPV vaccine, unspecified",True,SCT_NUVA-1701002000102,"DTIPV vaccine, unspecified",True,2,1
VAC0088,"DTIPV vaccine, unspecified",True,SCT_NUVA-10231002000105,"Diphtheria-Tetanus-Polio vaccine, unspecified",False,,
VAC0090,VACCIN BRUCELLIQUE P.I. à usage humain,False,SCT_NUVA-1721002000105,VACCIN BRUCELLIQUE P.I. à usage humain,True,1,1
VAC0090,VACCIN BRUCELLIQUE P.I. à usage humain,False,SCT_NUVA-14621002000100,"Brucellosis vaccine, protein (P.I. antigen)",False,,
VAC0090,VACCIN BRUCELLIQUE P.I. à usage humain,False,SCT_NUVA-2761002000105,"Brucellosis vaccine, unspecified",False,,
VAC0091,VACCIN CCB PASTEUR,False,SCT_NUVA-1741002000100,VACCIN CCB PASTEUR,True,1,1
VAC0091,VACCIN CCB PASTEUR,False,SCT_NUVA-2681002000106,"Pneumococcal vaccine, unspecified",False,,
VAC0092,VACCIN CHOLERIQUE PASTEUR,False,SCT_NUVA-1761002000101,VACCIN CHOLERIQUE PASTEUR,True,1,1
VAC0092,VACCIN CHOLERIQUE PASTEUR,False,SCT_NUVA-13631002000100,"Whole inactivated Cholera vaccine, unspecified",False,,
VAC0092,VACCIN CHOLERIQUE PASTEUR,False,SCT_NUVA-2491002000106,"Cholera vaccine, unspecified",False,,
VAC0092,VACCIN CHOLERIQUE PASTEUR,False,SCT_NUVA-9571002000101,"Whole-cell inactivated cholera vaccine, unspecified",False,,
VAC0093,VACCIN DT TAB PASTEUR,False,SCT_NUVA-1791002000107,VACCIN DT TAB PASTEUR,True,1,1
VAC0093,VACCIN DT TAB PASTEUR,False,SCT_NUVA-14851002000108,"DT-TAB Diphtheria, tetanus, typhoid and paratypoid A and B vaccines, unspecified",False,,
VAC0094,VACCIN SABIN POLIOVAC MERIEUX,False,SCT_NUVA-1831002000102,VACCIN SABIN POLIOVAC MERIEUX,True,1,1
VAC0094,VACCIN SABIN POLIOVAC MERIEUX,False,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC0094,VACCIN SABIN POLIOVAC MERIEUX,False,SCT_NUVA-4431002000102,"OPV 1-2-3, unspecified",False,,
VAC0094,VACCIN SABIN POLIOVAC MERIEUX,False,SCT_NUVA-9531002000104,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0095,VACCIN TAB PASTEUR,False,SCT_NUVA-1841002000105,VACCIN TAB PASTEUR,True,1,1
VAC0095,VACCIN TAB PASTEUR,False,SCT_NUVA-2081002000104,"Typhoid vaccine, unspecified",False,,
VAC0095,VACCIN TAB PASTEUR,False,SCT_NUVA-9761002000100,"Typhoid-Paratyphoid vaccine, unspecified",False,,
VAC0096,VACCIN GRIPPAL RONCHESE (VGR),False,SCT_NUVA-1851002000107,VACCIN GRIPPAL RONCHESE (VGR),True,1,1
VAC0096,VACCIN GRIPPAL RONCHESE (VGR),False,SCT_NUVA-11131002000105,"Trivalent inactivated influenza vaccine, unspecified",False,,
VAC0096,VACCIN GRIPPAL RONCHESE (VGR),False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0096,VACCIN GRIPPAL RONCHESE (VGR),False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0097,VACCIN LEPTOSPIRES ICTEROHEMORRAGIAE PASTEUR,False,SCT_NUVA-1861002000109,VACCIN LEPTOSPIRES ICTEROHEMORRAGIAE PASTEUR,True,1,1
VAC0097,VACCIN LEPTOSPIRES ICTEROHEMORRAGIAE PASTEUR,False,SCT_NUVA-2551002000101,"Leptospirosis vaccine, unspecified",False,,
VAC0098,HEXAVAC,False,SCT_NUVA-1871002000104,HEXAVAC,True,1,1
VAC0098,HEXAVAC,False,SCT_NUVA-13791002000106,"Hexavalent vaccine DTPaHibPHepB - Diphtheria-Tetanus-Pertussis-Hib-Polio-Hepatitis B 10µg, unspecified",False,,
VAC0098,HEXAVAC,False,SCT_NUVA-6871002000108,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",False,,
VAC0098,HEXAVAC,False,SCT_NUVA-9401002000109,"Hexavalent vaccine DTPerHibPHepB - Diphtheria-Tetanus-Pertussis-Polio-Hib-Hepatitis B vaccine, unspecified",False,,
VAC0099,MENINVACT,False,SCT_NUVA-1881002000101,MENINVACT,True,1,1
VAC0099,MENINVACT,False,SCT_NUVA-14711002000100,"Meningococcal C polysaccharide vaccine conjugated to CRM197 protein, unspecified",False,,
VAC0099,MENINVACT,False,SCT_NUVA-2581002000107,"Meningococcal conjugate vaccine C, unspecified",False,,
VAC0101,"Hepatitis B vaccine, recombinant, unspecified",True,SCT_NUVA-1901002000104,"Hepatitis B vaccine, recombinant, unspecified",True,1,1
VAC0101,"Hepatitis B vaccine, recombinant, unspecified",True,SCT_NUVA-13831002000101,"Hepatitis B vaccine, unspecified",False,,
VAC0102,"Inactivated hepatitis A vaccine, unspecified",True,SCT_NUVA-1911002000101,"Inactivated hepatitis A vaccine, unspecified",True,1,1
VAC0102,"Inactivated hepatitis A vaccine, unspecified",True,SCT_NUVA-15081002000107,"Hepatitis A vaccine, unspecified",False,,
VAC0103,MENACTRA,False,SCT_NUVA-1961002000103,MENACTRA,True,1,1
VAC0103,MENACTRA,False,SCT_NUVA-14121002000105,"Quadrivalent meningococcal ACWY vaccine, diphtheria toxoid conjugate, unspecified",False,,
VAC0103,MENACTRA,False,SCT_NUVA-7641002000100,"Meningococcal ACWY conjugate vaccine, unspecified",False,,
VAC0104,HUMENZA,False,SCT_NUVA-1981002000106,HUMENZA,True,1,1
VAC0104,HUMENZA,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0104,HUMENZA,False,SCT_NUVA-2541002000103,"Influenza A(H1N1)2009 vaccine, unspecified",False,,
VAC0104,HUMENZA,False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0105,PANENZA,False,SCT_NUVA-1991002000109,PANENZA,True,1,1
VAC0105,PANENZA,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0105,PANENZA,False,SCT_NUVA-2541002000103,"Influenza A(H1N1)2009 vaccine, unspecified",False,,
VAC0105,PANENZA,False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0106,Q-Pan H1N1,False,SCT_NUVA-2001002000106,Q-Pan H1N1,True,1,1
VAC0106,Q-Pan H1N1,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0106,Q-Pan H1N1,False,SCT_NUVA-2541002000103,"Influenza A(H1N1)2009 vaccine, unspecified",False,,
VAC0106,Q-Pan H1N1,False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0107,CELVAPAN,False,SCT_NUVA-2011002000109,CELVAPAN,True,1,1
VAC0107,CELVAPAN,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0107,CELVAPAN,False,SCT_NUVA-2541002000103,"Influenza A(H1N1)2009 vaccine, unspecified",False,,
VAC0107,CELVAPAN,False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0108,PANDEMRIX,False,SCT_NUVA-2021002000103,PANDEMRIX,True,1,1
VAC0108,PANDEMRIX,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0108,PANDEMRIX,False,SCT_NUVA-2541002000103,"Influenza A(H1N1)2009 vaccine, unspecified",False,,
VAC0108,PANDEMRIX,False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0109,FOCETRIA (unidose),False,SCT_NUVA-2031002000100,FOCETRIA (unidose),True,1,1
VAC0109,FOCETRIA (unidose),False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0109,FOCETRIA (unidose),False,SCT_NUVA-2541002000103,"Influenza A(H1N1)2009 vaccine, unspecified",False,,
VAC0109,FOCETRIA (unidose),False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0110,"Influenza vaccine, unspecified",True,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",True,4,1
VAC0111,"Yellow fever vaccine, unspecified",True,SCT_NUVA-2061002000107,"Yellow fever vaccine, unspecified",True,1,1
VAC0112,"Typhoid vaccine, unspecified",True,SCT_NUVA-2081002000104,"Typhoid vaccine, unspecified",True,1,1
VAC0113,"Rubella vaccine, live attenuated, unspecified",True,SCT_NUVA-2091002000101,"Rubella vaccine, live attenuated, unspecified",True,3,1
VAC0114,"Live attenuated measles vaccine, unspecified",True,SCT_NUVA-2101002000105,"Live attenuated measles vaccine, unspecified",True,1,1
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,SCT_NUVA-2111002000108,AVAXIM 80 U PEDIATRIQUE,True,1,1
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,SCT_NUVA-10951002000108,"Hepatitis A whole inactivated vaccine, monovalent, pediatric dose, unspecified",False,,
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,SCT_NUVA-10971002000100,"Hepatitis A vaccine, pediatric dose, unspecified",False,,
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,SCT_NUVA-15081002000107,"Hepatitis A vaccine, unspecified",False,,
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,SCT_NUVA-1911002000101,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0116,R.O.R SANOFI PASTEUR,False,SCT_NUVA-2121002000102,R.O.R SANOFI PASTEUR,True,1,1
VAC0116,R.O.R SANOFI PASTEUR,False,SCT_NUVA-2261002000101,"MMR vaccine, live attenuated, unspecified",False,,
VAC0120,VACCIN VARICELLE MERIEUX,False,SCT_NUVA-2131002000104,VACCIN VARICELLE MERIEUX,True,1,1
VAC0120,VACCIN VARICELLE MERIEUX,False,SCT_NUVA-2711002000107,"Chickenpox vaccine, unspecified",False,,
VAC0121,PRIORIX-TETRA,False,SCT_NUVA-2141002000107,PRIORIX-TETRA,True,1,1
VAC0121,PRIORIX-TETRA,False,SCT_NUVA-9891002000102,"MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified",False,,
VAC0123,PREVENAR 13,False,SCT_NUVA-2181002000103,PREVENAR 13,True,1,1
VAC0123,PREVENAR 13,False,SCT_NUVA-11971002000106,"Pneumococcal 13-valent conjugate vaccine, unspecified",False,,
VAC0123,PREVENAR 13,False,SCT_NUVA-2681002000106,"Pneumococcal vaccine, unspecified",False,,
VAC0123,PREVENAR 13,False,SCT_NUVA-9721002000109,"Pneumococcal conjugate vaccine, serotypes unspecified",False,,
VAC0124,FOCETRIA (multidose),False,SCT_NUVA-2191002000100,FOCETRIA (multidose),True,1,1
VAC0124,FOCETRIA (multidose),False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0124,FOCETRIA (multidose),False,SCT_NUVA-2541002000103,"Influenza A(H1N1)2009 vaccine, unspecified",False,,
VAC0124,FOCETRIA (multidose),False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0125,AREPANRIX,False,SCT_NUVA-2201002000102,AREPANRIX,True,1,1
VAC0125,AREPANRIX,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0125,AREPANRIX,False,SCT_NUVA-2541002000103,"Influenza A(H1N1)2009 vaccine, unspecified",False,,
VAC0125,AREPANRIX,False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0126,HEVAC B,False,SCT_NUVA-2221002000105,HEVAC B,True,1,1
VAC0126,HEVAC B,False,SCT_NUVA-13831002000101,"Hepatitis B vaccine, unspecified",False,,
VAC0127,HB VAX DNA 5 µg,False,SCT_NUVA-2231002000108,HB VAX DNA 5 µg,True,1,1
VAC0127,HB VAX DNA 5 µg,False,SCT_NUVA-13831002000101,"Hepatitis B vaccine, unspecified",False,,
VAC0127,HB VAX DNA 5 µg,False,SCT_NUVA-14871002000100,"Recombinant hepatitis B vaccine, pediatric dose, unspecified",False,,
VAC0127,HB VAX DNA 5 µg,False,SCT_NUVA-1901002000104,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0128,HB VAX DNA 10 µg,False,SCT_NUVA-2241002000100,HB VAX DNA 10 µg,True,1,1
VAC0128,HB VAX DNA 10 µg,False,SCT_NUVA-10991002000104,"Hepatitis B vaccine, monovalent, pediatric dose, unspecified",False,,
VAC0128,HB VAX DNA 10 µg,False,SCT_NUVA-13831002000101,"Hepatitis B vaccine, unspecified",False,,
VAC0128,HB VAX DNA 10 µg,False,SCT_NUVA-1901002000104,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0129,HB VAX DNA 40 µg,False,SCT_NUVA-2251002000103,HB VAX DNA 40 µg,True,1,1
VAC0129,HB VAX DNA 40 µg,False,SCT_NUVA-11011002000100,"Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified",False,,
VAC0129,HB VAX DNA 40 µg,False,SCT_NUVA-13831002000101,"Hepatitis B vaccine, unspecified",False,,
VAC0129,HB VAX DNA 40 µg,False,SCT_NUVA-1901002000104,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0130,"MMR vaccine, live attenuated, unspecified",True,SCT_NUVA-2261002000101,"MMR vaccine, live attenuated, unspecified",True,1,1
VAC0131,"Rabies vaccine, unspecified",True,SCT_NUVA-2281002000109,"Rabies vaccine, unspecified",True,3,1
VAC0132,"Tetanus vaccine, unspecified",True,SCT_NUVA-2291002000107,"Tetanus vaccine, unspecified",True,1,1
VAC0133,"Smallpox vaccine, unspecified",True,SCT_NUVA-2311002000106,"Smallpox vaccine, unspecified",True,1,1
VAC0134,"BCG vaccine, unspecified",True,SCT_NUVA-2321002000100,"BCG vaccine, unspecified",True,4,1
VAC0135,"Polio vaccine, unspecified",True,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",True,1,1
VAC0136,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,SCT_NUVA-2351002000107,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,3,1
VAC0136,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0137,"DT vaccine, unspecified",True,SCT_NUVA-2361002000109,"DT vaccine, unspecified",True,3,1
VAC0137,"DT vaccine, unspecified",True,SCT_NUVA-5071002000106,"Tetanus diphtheria vaccine, unspecified",False,,
VAC0138,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,SCT_NUVA-2391002000103,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,1,1
VAC0139,PENT-HIBEST,False,SCT_NUVA-2401002000101,PENT-HIBEST,True,1,1
VAC0139,PENT-HIBEST,False,SCT_NUVA-10491002000108,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",False,,
VAC0139,PENT-HIBEST,False,SCT_NUVA-13841002000109,"Pentavalent DTP Hib vaccine - Diphtheria-Tetanus-Pertussis-Hib PRP-Polio, unspecified",False,,
VAC0139,PENT-HIBEST,False,SCT_NUVA-6881002000106,"Pentavalent DTwPHibIPV vaccine, unspecified",False,,
VAC0140,INTANZA,False,SCT_NUVA-2411002000103,INTANZA,True,1,1
VAC0140,INTANZA,False,SCT_NUVA-11131002000105,"Trivalent inactivated influenza vaccine, unspecified",False,,
VAC0140,INTANZA,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0140,INTANZA,False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0141,MENVEO,False,SCT_NUVA-2451002000102,MENVEO,True,1,1
VAC0141,MENVEO,False,SCT_NUVA-13911002000100,"Meningococcal ACWY polysaccharide conjugate vaccine, unspecified",False,,
VAC0141,MENVEO,False,SCT_NUVA-7641002000100,"Meningococcal ACWY conjugate vaccine, unspecified",False,,
VAC0143,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,SCT_NUVA-2471002000105,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,1,1
VAC0144,"Cholera vaccine, unspecified",True,SCT_NUVA-2491002000106,"Cholera vaccine, unspecified",True,1,1
VAC0145,"Tick-borne encephalitis vaccine, unspecified",True,SCT_NUVA-2511002000102,"Tick-borne encephalitis vaccine, unspecified",True,1,1
VAC0146,"Live attenuated Japanese Encephalitis vaccine 14-14-2 strain, unspecified",True,SCT_NUVA-2531002000106,"Live attenuated Japanese Encephalitis vaccine 14-14-2 strain, unspecified",True,1,1
VAC0146,"Live attenuated Japanese Encephalitis vaccine 14-14-2 strain, unspecified",True,SCT_NUVA-10511002000104,"Live attenuated Japanese Encephalitis vaccine, unspecified",False,,
VAC0146,"Live attenuated Japanese Encephalitis vaccine 14-14-2 strain, unspecified",True,SCT_NUVA-11071002000107,"Japanese encephalitis vaccine, unspecified",False,,
VAC0147,"Influenza A(H1N1)2009 vaccine, unspecified",True,SCT_NUVA-2541002000103,"Influenza A(H1N1)2009 vaccine, unspecified",True,2,1
VAC0147,"Influenza A(H1N1)2009 vaccine, unspecified",True,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0147,"Influenza A(H1N1)2009 vaccine, unspecified",True,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0148,"Leptospirosis vaccine, unspecified",True,SCT_NUVA-2551002000101,"Leptospirosis vaccine, unspecified",True,1,1
VAC0149,"Meningococcal B:14:P1.7,16 vaccine, unspecified",True,SCT_NUVA-2561002000104,"Meningococcal B:14:P1.7,16 vaccine, unspecified",True,1,1
VAC0149,"Meningococcal B:14:P1.7,16 vaccine, unspecified",True,SCT_NUVA-9661002000107,"Meningococcal B vaccine, unspecified",False,,
VAC0150,"Meningococcal conjugate vaccine C, unspecified",True,SCT_NUVA-2581002000107,"Meningococcal conjugate vaccine C, unspecified",True,1,1
VAC0151,"Meningococcal A + C vaccine, unspecified",True,SCT_NUVA-2591002000105,"Meningococcal A + C vaccine, unspecified",True,2,1
VAC0152,"Unconjugated meningococcal vaccine ACWY, unspecified",True,SCT_NUVA-2601002000104,"Unconjugated meningococcal vaccine ACWY, unspecified",True,1,1
VAC0153,"Mumps vaccine, unspecified",True,SCT_NUVA-2611002000101,"Mumps vaccine, unspecified",True,1,1
VAC0154,"Malaria vaccine, unspecified",True,SCT_NUVA-2631002000105,"Malaria vaccine, unspecified",True,1,1
VAC0155,"Dengue vaccine, unspecified",True,SCT_NUVA-2651002000100,"Dengue vaccine, unspecified",True,1,1
VAC0156,HPV Vaccine,True,SCT_NUVA-2671002000108,HPV Vaccine,True,1,1
VAC0157,"Pneumococcal vaccine, unspecified",True,SCT_NUVA-2681002000106,"Pneumococcal vaccine, unspecified",True,1,1
VAC0158,"Rotavirus vaccine, unspecified",True,SCT_NUVA-2701002000109,"Rotavirus vaccine, unspecified",True,1,1
VAC0159,"Chickenpox vaccine, unspecified",True,SCT_NUVA-2711002000107,"Chickenpox vaccine, unspecified",True,1,1
VAC0160,"Live attenuated shingles vaccine, unspecified",True,SCT_NUVA-2731002000103,"Live attenuated shingles vaccine, unspecified",True,1,1
VAC0160,"Live attenuated shingles vaccine, unspecified",True,SCT_NUVA-10881002000107,"Shingles vaccine, unspecified",False,,
VAC0161,ZOSTAVAX,False,SCT_NUVA-2741002000106,ZOSTAVAX,True,1,1
VAC0161,ZOSTAVAX,False,SCT_NUVA-10881002000107,"Shingles vaccine, unspecified",False,,
VAC0161,ZOSTAVAX,False,SCT_NUVA-2731002000103,"Live attenuated shingles vaccine, unspecified",False,,
VAC0162,"Brucellosis vaccine, unspecified",True,SCT_NUVA-2761002000105,"Brucellosis vaccine, unspecified",True,1,1
VAC0163,"Whole-cell inactivated pertussis vaccine, unspecified",True,SCT_NUVA-2771002000100,"Whole-cell inactivated pertussis vaccine, unspecified",True,1,1
VAC0163,"Whole-cell inactivated pertussis vaccine, unspecified",True,SCT_NUVA-9461002000105,"Pertussis vaccine, unspecified",False,,
VAC0164,INTANZA 9 µg,False,SCT_NUVA-2781002000102,INTANZA 9 µg,True,1,1
VAC0164,INTANZA 9 µg,False,SCT_NUVA-11131002000105,"Trivalent inactivated influenza vaccine, unspecified",False,,
VAC0164,INTANZA 9 µg,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0164,INTANZA 9 µg,False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0165,"VAQTA 25 U/0,5 mL",False,SCT_NUVA-2791002000104,"VAQTA 25 U/0,5 mL",True,1,1
VAC0165,"VAQTA 25 U/0,5 mL",False,SCT_NUVA-10951002000108,"Hepatitis A whole inactivated vaccine, monovalent, pediatric dose, unspecified",False,,
VAC0165,"VAQTA 25 U/0,5 mL",False,SCT_NUVA-10971002000100,"Hepatitis A vaccine, pediatric dose, unspecified",False,,
VAC0165,"VAQTA 25 U/0,5 mL",False,SCT_NUVA-15081002000107,"Hepatitis A vaccine, unspecified",False,,
VAC0165,"VAQTA 25 U/0,5 mL",False,SCT_NUVA-1911002000101,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0166,VAQTA 50 U,False,SCT_NUVA-2801002000103,VAQTA 50 U,True,1,1
VAC0166,VAQTA 50 U,False,SCT_NUVA-10941002000106,"Inactivated hepatitis A vaccine, adult dose, unspecified",False,,
VAC0166,VAQTA 50 U,False,SCT_NUVA-15081002000107,"Hepatitis A vaccine, unspecified",False,,
VAC0166,VAQTA 50 U,False,SCT_NUVA-1911002000101,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0168,AMBIRIX,False,SCT_NUVA-2811002000100,AMBIRIX,True,1,1
VAC0168,AMBIRIX,False,SCT_NUVA-14861002000105,"Combined hepatitis A and B vaccine, pediatric dose, unspecified",False,,
VAC0168,AMBIRIX,False,SCT_NUVA-9871002000103,"Combined hepatitis A and hepatitis B vaccine, unspecified",False,,
VAC0169,OPTAFLU,False,SCT_NUVA-2821002000106,OPTAFLU,True,1,1
VAC0169,OPTAFLU,False,SCT_NUVA-11131002000105,"Trivalent inactivated influenza vaccine, unspecified",False,,
