NUVA;NUVA label;IsAbstract;CVC;CVC label;Best;Blur;Equiv
VAC0165;VAQTA 25 U/0,5 mL;False;CVC-6891000087102;VAQTA 25 U/0,5 mL;True;1;1
VAC0165;VAQTA 25 U/0,5 mL;False;CVC-9811000087103;Hepatitis A whole inactivated vaccine, monovalent, pediatric dose, unspecified;False;;
VAC0166;VAQTA 50 U;False;CVC-6901000087101;VAQTA 50 U;True;1;1
VAC0168;AMBIRIX;False;;;;
VAC0169;OPTAFLU;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0170;AFLUNOV;False;CVC-1003499009;H5N1 pre-pandemic influenza vaccine, unspecified;True;16;0
VAC0171;PREPANDEMIC INFLUENZA VACCINE (H5N1) NOVARTIS;False;CVC-1003499009;H5N1 pre-pandemic influenza vaccine, unspecified;True;16;0
VAC0172;DIFTAVAX;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0173;FLUENZ;False;CVC-409269001;Influenza vaccine, live attenuated, unspecified;True;6;0
VAC0174;PROQUAD;False;CVC-19441000087102;PROQUAD;True;1;1
VAC0174;PROQUAD;False;CVC-419550004;MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified;False;;
VAC0175;A.D.T. BOOSTER;False;CVC-68208009;Diphtheria-tetanus Td vaccine, unspecified;True;14;0
VAC0176;A.K.D.S.;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0177;AC VAX;False;CVC-21721000087105;Meningococcal A + C vaccine, unspecified;True;7;0
VAC0177;AC VAX;False;CVC-7091000087106;Meningococcal A + C vaccine, unspecified;True;7;0
VAC0178;ACEL-IMUNE;False;CVC-7841000087106;DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified;True;12;0
VAC0178;ACEL-IMUNE;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;False;;
VAC0179;ACELLULAR D.P.T. KOVAX;False;CVC-7901000087103;DTIPV vaccine, unspecified;True;9;0
VAC0180;ACTACEL;False;CVC-23711000087101;ACTACEL;True;1;1
VAC0180;ACTACEL;False;CVC-8211000087108;DTaPHib vaccine, unspecified;False;;
VAC0182;ADACEL;False;CVC-7431000087103;ADACEL;True;1;1
VAC0182;ADACEL;False;CVC-7851000087109;Tdap - Diphtheria-Tetanus-Pertussis vaccine, low dose, unspecified;False;;
VAC0183;AIMMUGEN;False;;;;
VAC0184;ALDIANA;False;CVC-428214002;Diphtheria vaccine, unspecified;True;10;0
VAC0185;ALDITEANA;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0186;ALDITERPERA;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0187;AMARIL;False;CVC-56844000;Yellow fever vaccine, unspecified;True;6;0
VAC0188;QUIMI-HIB;False;CVC-333680004;Haemophilus influenzae B (or Hib) vaccine, unspecified;True;16;0
VAC0189;ANADIFTERALL;False;CVC-428214002;Diphtheria vaccine, unspecified;True;10;0
VAC0190;ANATETALL;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0191;ARILVAX;False;CVC-56844000;Yellow fever vaccine, unspecified;True;6;0
VAC0192;ATTENUVAX;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0193;AVAC-1, AVA;False;CVC-333521006;Anthrax vaccine, unspecified;True;6;0
VAC0194;B-CAPSA;False;;;;
VAC0195;BEGRIVAC;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0196;BIAVAX;False;;;;
VAC0197;BIAVAX II;False;;;;
VAC0198;BIKEN-HB;False;;;;
VAC0199;BIMMUGEN;False;CVC-9831000087108;Hepatitis B vaccine, monovalent, pediatric dose, unspecified;True;14;0
VAC0199;BIMMUGEN;False;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;False;;
VAC0200;BIOTHRAX;False;CVC-34631000087100;BIOTHRAX;True;1;1
VAC0200;BIOTHRAX;False;CVC-333521006;Anthrax vaccine, unspecified;False;;
VAC0201;BIVIRATEN BERNA;False;;;;
VAC0202;BVAC;False;CVC-21911000087100;Botulinum antitoxin;True;3;0
VAC0202;BVAC;False;CVC-86080005;Botulinum antitoxin;True;3;0
VAC0203;C.D.T.;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0204;CAM-KOVAX;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0205;CD.JEVAX;False;CVC-333697005;Japanese encephalitis vaccine, unspecified;True;20;0
VAC0206;CELLUVAX;False;CVC-449019003;Acellular pertussis vaccine, unspecified;True;8;0
VAC0206;CELLUVAX;False;CVC-7781000087107;Acellular pertussis vaccine, unspecified;True;8;0
VAC0206;CELLUVAX;False;CVC-61602008;Pertussis vaccine, unspecified;False;;
VAC0207;CENDEVAX;False;CVC-386013003;Rubella vaccine, live attenuated, unspecified;True;19;0
VAC0208;CERTIVA;False;CVC-7841000087106;DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified;True;12;0
VAC0208;CERTIVA;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;False;;
VAC0209;COMVAX;False;CVC-23771000087108;COMVAX;True;1;1
VAC0209;COMVAX;False;CVC-426971004;HepB-Hib, unspecified;False;;
VAC0210;D.S.D.P.T.;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0211;DAPTACEL;False;CVC-7841000087106;DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified;True;12;0
VAC0211;DAPTACEL;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;False;;
VAC0212;DI TE PER POL IMPFSTOFF;False;CVC-7871000087103;Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified;True;7;0
VAC0213;DI-TE-POL;False;CVC-7901000087103;DTIPV vaccine, unspecified;True;9;0
VAC0214;DIF-TET-ALL;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0216;ANATOXAL DI TE;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0217;DITOXIM;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0218;DOUBLE ANIGEN B.;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0219;DRYVAX;False;CVC-33234009;Smallpox vaccine, unspecified;True;18;0
VAC0220;DT MERIEUX;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0222;TRIPVAC;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0223;DUAL ANTIGEN SII;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0224;ECOLARIX;False;CVC-7281000087100;Measles-Rubella vaccine, unspecified;True;12;0
VAC0225;EIPV;False;CVC-125688000;Inactivated Polio vaccine, unspecified;True;14;0
VAC0225;EIPV;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0226;Diptheria, Tetanus and Acellular Pertussis Combined Walvax vaccine;False;CVC-7841000087106;DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified;True;12;0
VAC0226;Diptheria, Tetanus and Acellular Pertussis Combined Walvax vaccine;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;False;;
VAC0227;EPAXAL;False;CVC-9851000087104;EPAXAL;True;1;1
VAC0228;ERVEVAX RA 27/3;False;CVC-386013003;Rubella vaccine, live attenuated, unspecified;True;19;0
VAC0229;FLU SHIELD;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0230;FLUAD;False;CVC-22981000087101;FLUAD;True;1;2
VAC0230;FLUAD;False;CVC-7591000087101;FLUAD;True;1;2
VAC0230;FLUAD;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;False;;
VAC0231;FLUKOVAX;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0232;FLULAVAL;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0233;FLUMIST;False;CVC-20741000087105;FLUMIST;True;1;2
VAC0233;FLUMIST;False;CVC-7571000087100;FLUMIST;True;1;2
VAC0233;FLUMIST;False;CVC-409269001;Influenza vaccine, live attenuated, unspecified;False;;
VAC0234;FLUOGEN;False;;;;
VAC0235;FLUVIRIN;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0236;FLUZONE HIGH-DOSE;False;CVC-21931000087105;FLUZONE HIGH-DOSE;True;1;2
VAC0236;FLUZONE HIGH-DOSE;False;CVC-8651000087109;FLUZONE HIGH-DOSE;True;1;2
VAC0238;FUNED-CEME;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0240;GUNEVAX;False;CVC-386013003;Rubella vaccine, live attenuated, unspecified;True;19;0
VAC0241;HAEMOPHILUS INFLUENZAE B CONJUGATE VACCINE - SERUM INSTITUTE OF INDIA;False;CVC-333680004;Haemophilus influenzae B (or Hib) vaccine, unspecified;True;16;0
VAC0242;HBY;False;CVC-8771000087109;Hepatitis B vaccine, monovalent, adult dose, unspecified;True;14;0
VAC0242;HBY;False;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;False;;
VAC0243;HEPA-B INJECTION;False;;;;
VAC0244;HEPRECOMB;False;CVC-9831000087108;Hepatitis B vaccine, monovalent, pediatric dose, unspecified;True;14;0
VAC0244;HEPRECOMB;False;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;False;;
VAC0245;HEPTAVAX B;False;;;;
VAC0246;HIBERNA PRODUCTSIX;False;;;;
VAC0247;HIBTITER;False;CVC-333680004;Haemophilus influenzae B (or Hib) vaccine, unspecified;True;16;0
VAC0248;HINKUYS KAROKOE;False;CVC-61602008;Pertussis vaccine, unspecified;True;7;0
VAC0249;RUBELLA VACCINE HPV-77;False;CVC-386013003;Rubella vaccine, live attenuated, unspecified;True;19;0
VAC0251;HUMOTET-ANTI TETANUS;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0252;VAXIGRIP ENFANTS;False;;;;
VAC0253;VAXIRAB N;False;;;;
VAC0254;IMOVAX D.T.;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0255;IMOVAX GRIPPE;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0256;IMOVAX MUMPS;False;CVC-90043005;Mumps vaccine, unspecified;True;12;0
VAC0257;IMOVAX PAROTIDITIS;False;CVC-90043005;Mumps vaccine, unspecified;True;12;0
VAC0258;IMOVAX R.O.R.;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0259;IMOVAX Rabies;False;CVC-7381000087106;IMOVAX Rabies;True;1;1
VAC0260;IMOVAX Rabies I.D.;False;;;;
VAC0261;IMOVAX RAGE;False;;;;
VAC0262;IMOVAX RUBEOLA;False;CVC-386013003;Rubella vaccine, live attenuated, unspecified;True;19;0
VAC0263;IMOVAX SARAMPION;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0264;INFANRIX;False;CVC-7841000087106;DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified;True;12;0
VAC0264;INFANRIX;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;False;;
VAC0265;INFLU-KOVAX;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0266;INFLUENZA HA VACCINE KOVAX;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0267;IPAD TP;False;CVC-7751000087104;T.Polio, unspecified;True;4;0
VAC0268;IPOL;False;CVC-125688000;Inactivated Polio vaccine, unspecified;True;14;0
VAC0268;IPOL;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0270;Inactivated Polio vaccine, unspecified;True;CVC-125688000;Inactivated Polio vaccine, unspecified;True;14;1
VAC0270;Inactivated Polio vaccine, unspecified;True;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0271;ISTIVAC;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0272;KAKSOISROKOTE DUBBELVACCIN;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0273;KIKHOSTE-VAKSINE;False;CVC-61602008;Pertussis vaccine, unspecified;True;7;0
VAC0274;LANCY VAXINA;False;CVC-33234009;Smallpox vaccine, unspecified;True;18;0
VAC0275;LAVANTUU TIROKOTE;False;CVC-89428009;Typhoid vaccine, unspecified;True;23;0
VAC0276;LIOVAX;False;CVC-33234009;Smallpox vaccine, unspecified;True;18;0
VAC0277;LIRUBEL;False;CVC-7281000087100;Measles-Rubella vaccine, unspecified;True;12;0
VAC0278;LIRUGEN;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0280;MUMPS-MEASLES VACCINE MICROGEN;False;;;;
VAC0281;LM - 3 RIT;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0282;LTEANAS IMUNA;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0283;LYMERIX;False;CVC-116083002;Lyme disease vaccine, unspecified;True;4;0
VAC0284;LYOVAC ATTENUVAX;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0285;LYOVAC MERUVAX;False;CVC-386013003;Rubella vaccine, live attenuated, unspecified;True;19;0
VAC0286;M-M-R II;False;CVC-7161000087102;M-M-R II;True;1;1
VAC0286;M-M-R II;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;False;;
VAC0287;M-R VAX;False;CVC-7281000087100;Measles-Rubella vaccine, unspecified;True;12;0
VAC0288;M-R VAX II;False;CVC-7281000087100;Measles-Rubella vaccine, unspecified;True;12;0
VAC0289;M-VAX PFIZER;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0290;MASERN-IMPFSTOFF SSW;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0291;MEASLES VACCINE AIK-C STRAIN POLYVAC;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0292;MEASLES VACCINE DK3;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0293;MENAFRIVAC;False;;;;
VAC0294;MENCEVAX A;False;CVC-7711000087103;Polysaccharide meningococcal A vaccine, unspecified;True;3;0
VAC0295;MENOMUNE-A/C/Y/W-135;False;CVC-7111000087104;MENOMUNE-A/C/Y/W-135;True;1;1
VAC0295;MENOMUNE-A/C/Y/W-135;False;CVC-420261000;Unconjugated meningococcal vaccine ACWY, unspecified;False;;
VAC0295;MENOMUNE-A/C/Y/W-135;False;CVC-7101000087101;Unconjugated meningococcal vaccine ACWY, unspecified;False;;
VAC0296;MENPOVAX 4 A+C+Y+W135;False;CVC-420261000;Unconjugated meningococcal vaccine ACWY, unspecified;True;5;0
VAC0296;MENPOVAX 4 A+C+Y+W135;False;CVC-7101000087101;Unconjugated meningococcal vaccine ACWY, unspecified;True;5;0
VAC0297;MENPOVAX A+C;False;CVC-21721000087105;Meningococcal A + C vaccine, unspecified;True;7;0
VAC0297;MENPOVAX A+C;False;CVC-7091000087106;Meningococcal A + C vaccine, unspecified;True;7;0
VAC0298;MERUVAX;False;CVC-386013003;Rubella vaccine, live attenuated, unspecified;True;19;0
VAC0299;MERUVAX II;False;CVC-386013003;Rubella vaccine, live attenuated, unspecified;True;19;0
VAC0300;MEVILIN-L;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0301;MMR;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0303;MONIARIX;False;CVC-135642004;Pneumococcal vaccine, unspecified;True;8;0
VAC0303;MONIARIX;False;CVC-333598008;Pneumococcal vaccine, unspecified;True;8;0
VAC0304;MOPAVAC SEVAC;False;;;;
VAC0305;MOPV;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0305;MOPV;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0306;MORBILVAX;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0307;MORUBEL;False;CVC-7281000087100;Measles-Rubella vaccine, unspecified;True;12;0
VAC0308;MORUMAN BERNA PRODUCTS;False;;;;
VAC0309;MORUPAR;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0310;MOVIVAC;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0311;MUMATEN BERNA PRODUCTSNA;False;CVC-90043005;Mumps vaccine, unspecified;True;12;0
VAC0312;MUMPS LIVE;False;CVC-90043005;Mumps vaccine, unspecified;True;12;0
VAC0313;MUMPS inactivated;False;;;;
VAC0315;MUMPSVAX;False;CVC-90043005;Mumps vaccine, unspecified;True;12;0
VAC0317;NABI-HB;False;CVC-9542007;Hepatitis B immunoglobulin, unspecified;True;3;0
VAC0318;NOTHAV;False;;;;
VAC0319;OMNIHIB;False;CVC-333680004;Haemophilus influenzae B (or Hib) vaccine, unspecified;True;16;0
VAC0320;OPV 1-2-3, unspecified;True;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0320;OPV 1-2-3, unspecified;True;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0321;ORIMUNE;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0321;ORIMUNE;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0322;PARIORIX;False;CVC-90043005;Mumps vaccine, unspecified;True;12;0
VAC0323;PAVIVAC-SEVAC;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0324;Pneumococcal conjugate vaccine, 7 valent, unspecified;True;CVC-125714002;Pneumococcal conjugate vaccine, 7 valent, unspecified;True;2;1
VAC0324;Pneumococcal conjugate vaccine, 7 valent, unspecified;True;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC0324;Pneumococcal conjugate vaccine, 7 valent, unspecified;True;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC0324;Pneumococcal conjugate vaccine, 7 valent, unspecified;True;CVC-7261000087106;Pneumococcal conjugate vaccine, serotypes unspecified;False;;
VAC0325;PEDIARIX;False;CVC-20841000087101;PEDIARIX;True;1;1
VAC0325;PEDIARIX;False;CVC-20641000087100;Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B pentavalent vaccine, unspecified;False;;
VAC0326;PEDVAXHIB;False;CVC-7051000087101;PEDVAXHIB;True;1;1
VAC0326;PEDVAXHIB;False;CVC-333680004;Haemophilus influenzae B (or Hib) vaccine, unspecified;False;;
VAC0327;PENTA;False;CVC-7931000087106;Pentavalent DTaPHibIPV vaccine, unspecified;True;9;0
VAC0327;PENTA;False;CVC-8221000087100;Pentavalent DTaPHibIPV vaccine, unspecified;True;9;0
VAC0328;PENTACEL;False;CVC-7511000087107;PENTACEL;True;1;1
VAC0328;PENTACEL;False;CVC-7931000087106;Pentavalent DTaPHibIPV vaccine, unspecified;False;;
VAC0328;PENTACEL;False;CVC-8221000087100;Pentavalent DTaPHibIPV vaccine, unspecified;False;;
VAC0330;PENTACT-HIB;False;;;;
VAC0332;PENTAVALENTE;False;;;;
VAC0333;PFIZER VAX-MEASLES K INACTIVATED;False;;;;
VAC0334;PFIZER VAX-MEASLES L;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0335;PLUSERIX;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0336;PNEUMOVAX;False;CVC-7641000087107;PNEUMOVAX;True;1;1
VAC0336;PNEUMOVAX;False;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC0336;PNEUMOVAX;False;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC0336;PNEUMOVAX;False;CVC-7251000087108;Pneumococcal polysaccharide vaccine 23-valent, unspecified;False;;
VAC0337;PNU-IMUNE 23;False;CVC-7251000087108;Pneumococcal polysaccharide vaccine 23-valent, unspecified;True;9;0
VAC0337;PNU-IMUNE 23;False;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC0337;PNU-IMUNE 23;False;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC0338;POLIACEL;False;CVC-7931000087106;Pentavalent DTaPHibIPV vaccine, unspecified;True;9;0
VAC0338;POLIACEL;False;CVC-8221000087100;Pentavalent DTaPHibIPV vaccine, unspecified;True;9;0
VAC0339;Pneumococcal polysaccharide vaccine 23-valent, unspecified;True;CVC-7251000087108;Pneumococcal polysaccharide vaccine 23-valent, unspecified;True;9;1
VAC0339;Pneumococcal polysaccharide vaccine 23-valent, unspecified;True;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC0339;Pneumococcal polysaccharide vaccine 23-valent, unspecified;True;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC0341;PREVNAR;False;CVC-7651000087105;PREVNAR;True;1;1
VAC0341;PREVNAR;False;CVC-125714002;Pneumococcal conjugate vaccine, 7 valent, unspecified;False;;
VAC0341;PREVNAR;False;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC0341;PREVNAR;False;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC0341;PREVNAR;False;CVC-7261000087106;Pneumococcal conjugate vaccine, serotypes unspecified;False;;
VAC0343;ProHIBiT;False;CVC-333680004;Haemophilus influenzae B (or Hib) vaccine, unspecified;True;16;0
VAC0344;PRP-OMP Hib vaccine, unspecified;True;CVC-333680004;Haemophilus influenzae B (or Hib) vaccine, unspecified;True;16;0
VAC0345;Hib PRP-T conjugated vaccine, unspecified;True;CVC-333680004;Haemophilus influenzae B (or Hib) vaccine, unspecified;True;16;0
VAC0346;PURIVAX;False;CVC-125688000;Inactivated Polio vaccine, unspecified;True;14;0
VAC0346;PURIVAX;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0347;QUADRACEL;False;CVC-7471000087101;QUADRACEL;True;1;1
VAC0347;QUADRACEL;False;CVC-7871000087103;Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified;False;;
VAC0347;QUADRACEL;False;CVC-7881000087101;DTaPIPV vaccine, standard dose, unspecified;False;;
VAC0348;QUADRACEL/HIBEST;False;CVC-7931000087106;Pentavalent DTaPHibIPV vaccine, unspecified;True;9;0
VAC0348;QUADRACEL/HIBEST;False;CVC-8221000087100;Pentavalent DTaPHibIPV vaccine, unspecified;True;9;0
VAC0349;QUADRIGEN;False;CVC-7871000087103;Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified;True;7;0
VAC0350;QUATRO-VIRELON;False;CVC-7881000087101;DTaPIPV vaccine, standard dose, unspecified;True;8;0
VAC0350;QUATRO-VIRELON;False;CVC-7871000087103;Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified;False;;
VAC0351;QUINTUPLE;False;CVC-20591000087106;DTaPHibHepB pentavalent vaccine, unspecified;True;3;0
VAC0352;R-HB VACCINE;False;CVC-8771000087109;Hepatitis B vaccine, monovalent, adult dose, unspecified;True;14;0
VAC0352;R-HB VACCINE;False;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;False;;
VAC0353;R-VAC;False;CVC-386013003;Rubella vaccine, live attenuated, unspecified;True;19;0
VAC0354;RA27/3;False;CVC-386013003;Rubella vaccine, live attenuated, unspecified;True;19;0
VAC0355;RABAVERT;False;CVC-33231000087100;RABAVERT;True;1;2
