NUVA,NUVA label,IsAbstract,CPT,CPT label,Best,Blur,Equiv
VAC0154,"Malaria vaccine, unspecified",True,,,,,
VAC0155,"Dengue vaccine, unspecified",True,,,,,
VAC0156,HPV Vaccine,True,,,,,
VAC0157,"Pneumococcal vaccine, unspecified",True,,,,,
VAC0158,"Rotavirus vaccine, unspecified",True,,,,,
VAC0159,"Chickenpox vaccine, unspecified",True,CPT-90716,"Chickenpox vaccine, unspecified",True,9,1
VAC0160,"Live attenuated shingles vaccine, unspecified",True,CPT-90736,"Live attenuated shingles vaccine, unspecified",True,2,1
VAC0161,ZOSTAVAX,False,CPT-90736,"Live attenuated shingles vaccine, unspecified",True,2,0
VAC0162,"Brucellosis vaccine, unspecified",True,,,,,
VAC0163,"Whole-cell inactivated pertussis vaccine, unspecified",True,,,,,
VAC0164,INTANZA 9 µg,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0164,INTANZA 9 µg,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0164,INTANZA 9 µg,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0164,INTANZA 9 µg,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0164,INTANZA 9 µg,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0165,"VAQTA 25 U/0,5 mL",False,CPT-90633,"Hepatitis A whole inactivated vaccine, monovalent, pediatric dose, unspecified",True,5,0
VAC0165,"VAQTA 25 U/0,5 mL",False,CPT-90730,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0166,VAQTA 50 U,False,CPT-90632,"Inactivated hepatitis A vaccine, adult dose, unspecified",True,5,0
VAC0166,VAQTA 50 U,False,CPT-90730,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0168,AMBIRIX,False,CPT-90636,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,6,0
VAC0169,OPTAFLU,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0169,OPTAFLU,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0169,OPTAFLU,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0169,OPTAFLU,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0169,OPTAFLU,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0170,AFLUNOV,False,,,,,
VAC0171,PREPANDEMIC INFLUENZA VACCINE (H5N1) NOVARTIS,False,,,,,
VAC0172,DIFTAVAX,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0173,FLUENZ,False,CPT-90660,"Influenza vaccine, live attenuated, unspecified",True,6,0
VAC0173,FLUENZ,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0173,FLUENZ,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0173,FLUENZ,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0174,PROQUAD,False,CPT-90710,"MMRV - Measles-Mumps-Rubella-Varicella vaccine, unspecified",True,3,0
VAC0175,A.D.T. BOOSTER,False,CPT-90714,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0176,A.K.D.S.,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0177,AC VAX,False,,,,,
VAC0178,ACEL-IMUNE,False,CPT-90700,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,0
VAC0178,ACEL-IMUNE,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0179,ACELLULAR D.P.T. KOVAX,False,,,,,
VAC0180,ACTACEL,False,CPT-90721,"DTaPHib vaccine, unspecified",True,6,0
VAC0180,ACTACEL,False,CPT-90720,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",False,,
VAC0182,ADACEL,False,CPT-90715,"Tdap - Diphtheria-Tetanus-Pertussis vaccine, low dose, unspecified",True,8,0
VAC0183,AIMMUGEN,False,CPT-90730,"Inactivated hepatitis A vaccine, unspecified",True,8,0
VAC0184,ALDIANA,False,,,,,
VAC0185,ALDITEANA,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0186,ALDITERPERA,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0187,AMARIL,False,CPT-90717,"Yellow fever vaccine, unspecified",True,7,0
VAC0188,QUIMI-HIB,False,CPT-90648,"Hib PRP-T conjugated vaccine, unspecified",True,10,0
VAC0188,QUIMI-HIB,False,CPT-90737,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0189,ANADIFTERALL,False,,,,,
VAC0190,ANATETALL,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0191,ARILVAX,False,CPT-90717,"Yellow fever vaccine, unspecified",True,7,0
VAC0192,ATTENUVAX,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0193,"AVAC-1, AVA",False,CPT-90581,"Anthrax vaccine, unspecified",True,7,0
VAC0194,B-CAPSA,False,,,,,
VAC0195,BEGRIVAC,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0195,BEGRIVAC,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0195,BEGRIVAC,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0195,BEGRIVAC,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0195,BEGRIVAC,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0196,BIAVAX,False,,,,,
VAC0197,BIAVAX II,False,,,,,
VAC0198,BIKEN-HB,False,,,,,
VAC0199,BIMMUGEN,False,CPT-90744,"Hepatitis B vaccine, monovalent, pediatric dose, unspecified",True,16,0
VAC0199,BIMMUGEN,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0200,BIOTHRAX,False,CPT-90581,"Anthrax vaccine, unspecified",True,7,0
VAC0201,BIVIRATEN BERNA,False,,,,,
VAC0202,BVAC,False,CPT-90287,Botulinum antitoxin,True,4,0
VAC0203,C.D.T.,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0204,CAM-KOVAX,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0205,CD.JEVAX,False,,,,,
VAC0206,CELLUVAX,False,,,,,
VAC0207,CENDEVAX,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0208,CERTIVA,False,CPT-90700,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,0
VAC0208,CERTIVA,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0209,COMVAX,False,CPT-90748,"HepB-Hib, unspecified",True,4,0
VAC0210,D.S.D.P.T.,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0211,DAPTACEL,False,CPT-90700,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,0
VAC0211,DAPTACEL,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0212,DI TE PER POL IMPFSTOFF,False,,,,,
VAC0213,DI-TE-POL,False,,,,,
VAC0214,DIF-TET-ALL,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0216,ANATOXAL DI TE,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0217,DITOXIM,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0218,DOUBLE ANIGEN B.,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0219,DRYVAX,False,,,,,
VAC0220,DT MERIEUX,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0222,TRIPVAC,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0223,DUAL ANTIGEN SII,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0224,ECOLARIX,False,CPT-90708,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0225,EIPV,False,CPT-90713,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0226,"Diptheria, Tetanus and Acellular Pertussis Combined Walvax vaccine",False,CPT-90700,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,0
VAC0226,"Diptheria, Tetanus and Acellular Pertussis Combined Walvax vaccine",False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0227,EPAXAL,False,CPT-90730,"Inactivated hepatitis A vaccine, unspecified",True,8,0
VAC0228,ERVEVAX RA 27/3,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0229,FLU SHIELD,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0229,FLU SHIELD,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0229,FLU SHIELD,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0229,FLU SHIELD,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0229,FLU SHIELD,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0230,FLUAD,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0230,FLUAD,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0230,FLUAD,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0230,FLUAD,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0230,FLUAD,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0231,FLUKOVAX,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0231,FLUKOVAX,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0231,FLUKOVAX,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0231,FLUKOVAX,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0231,FLUKOVAX,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0232,FLULAVAL,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0232,FLULAVAL,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0232,FLULAVAL,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0232,FLULAVAL,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0232,FLULAVAL,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0233,FLUMIST,False,CPT-90660,"Influenza vaccine, live attenuated, unspecified",True,6,0
VAC0233,FLUMIST,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0233,FLUMIST,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0233,FLUMIST,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0234,FLUOGEN,False,CPT-90657,"Inactivated whole influenza vaccine, unspecified",True,3,0
VAC0234,FLUOGEN,False,CPT-90658,"Inactivated whole influenza vaccine, unspecified",True,3,0
VAC0234,FLUOGEN,False,CPT-90659,"Inactivated whole influenza vaccine, unspecified",True,3,0
VAC0234,FLUOGEN,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0234,FLUOGEN,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0234,FLUOGEN,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0235,FLUVIRIN,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0235,FLUVIRIN,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0235,FLUVIRIN,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0235,FLUVIRIN,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0235,FLUVIRIN,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0236,FLUZONE HIGH-DOSE,False,CPT-90662,FLUZONE HIGH-DOSE,True,1,1
VAC0236,FLUZONE HIGH-DOSE,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0236,FLUZONE HIGH-DOSE,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0236,FLUZONE HIGH-DOSE,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0238,FUNED-CEME,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0240,GUNEVAX,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0241,HAEMOPHILUS INFLUENZAE B CONJUGATE VACCINE - SERUM INSTITUTE OF INDIA,False,CPT-90648,"Hib PRP-T conjugated vaccine, unspecified",True,10,0
VAC0241,HAEMOPHILUS INFLUENZAE B CONJUGATE VACCINE - SERUM INSTITUTE OF INDIA,False,CPT-90737,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0242,HBY,False,CPT-90743,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,0
VAC0242,HBY,False,CPT-90746,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,0
VAC0242,HBY,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0243,HEPA-B INJECTION,False,,,,,
VAC0244,HEPRECOMB,False,CPT-90744,"Hepatitis B vaccine, monovalent, pediatric dose, unspecified",True,16,0
VAC0244,HEPRECOMB,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0245,HEPTAVAX B,False,,,,,
VAC0246,HIBERNA PRODUCTSIX,False,,,,,
VAC0247,HIBTITER,False,CPT-90645,"Hib hbOC vaccine, unspecified",True,3,0
VAC0247,HIBTITER,False,CPT-90737,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0248,HINKUYS KAROKOE,False,,,,,
VAC0249,RUBELLA VACCINE HPV-77,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0251,HUMOTET-ANTI TETANUS,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0252,VAXIGRIP ENFANTS,False,CPT-90655,"Influenza vaccine, unspecified",True,34,0
VAC0252,VAXIGRIP ENFANTS,False,CPT-90656,"Influenza vaccine, unspecified",True,34,0
VAC0252,VAXIGRIP ENFANTS,False,CPT-90724,"Influenza vaccine, unspecified",True,34,0
VAC0253,VAXIRAB N,False,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0253,VAXIRAB N,False,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0253,VAXIRAB N,False,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0254,IMOVAX D.T.,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0255,IMOVAX GRIPPE,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0255,IMOVAX GRIPPE,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0255,IMOVAX GRIPPE,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0255,IMOVAX GRIPPE,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0255,IMOVAX GRIPPE,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0256,IMOVAX MUMPS,False,CPT-90704,"Mumps vaccine, unspecified",True,12,0
VAC0257,IMOVAX PAROTIDITIS,False,CPT-90704,"Mumps vaccine, unspecified",True,12,0
VAC0258,IMOVAX R.O.R.,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0259,IMOVAX Rabies,False,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0259,IMOVAX Rabies,False,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0259,IMOVAX Rabies,False,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0260,IMOVAX Rabies I.D.,False,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0260,IMOVAX Rabies I.D.,False,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0260,IMOVAX Rabies I.D.,False,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0261,IMOVAX RAGE,False,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0261,IMOVAX RAGE,False,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0261,IMOVAX RAGE,False,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0262,IMOVAX RUBEOLA,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0263,IMOVAX SARAMPION,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0264,INFANRIX,False,CPT-90700,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,0
VAC0264,INFANRIX,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0265,INFLU-KOVAX,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0265,INFLU-KOVAX,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0265,INFLU-KOVAX,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0265,INFLU-KOVAX,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0265,INFLU-KOVAX,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0266,INFLUENZA HA VACCINE KOVAX,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0266,INFLUENZA HA VACCINE KOVAX,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0266,INFLUENZA HA VACCINE KOVAX,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0266,INFLUENZA HA VACCINE KOVAX,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0266,INFLUENZA HA VACCINE KOVAX,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0267,IPAD TP,False,,,,,
VAC0268,IPOL,False,CPT-90713,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0270,"Inactivated Polio vaccine, unspecified",True,CPT-90713,"Inactivated Polio vaccine, unspecified",True,18,1
VAC0271,ISTIVAC,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0271,ISTIVAC,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0271,ISTIVAC,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0271,ISTIVAC,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0271,ISTIVAC,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0272,KAKSOISROKOTE DUBBELVACCIN,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0273,KIKHOSTE-VAKSINE,False,,,,,
VAC0274,LANCY VAXINA,False,,,,,
VAC0275,LAVANTUU TIROKOTE,False,,,,,
VAC0276,LIOVAX,False,,,,,
VAC0277,LIRUBEL,False,CPT-90708,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0278,LIRUGEN,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0280,MUMPS-MEASLES VACCINE MICROGEN,False,,,,,
VAC0281,LM - 3 RIT,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0282,LTEANAS IMUNA,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0283,LYMERIX,False,,,,,
VAC0284,LYOVAC ATTENUVAX,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0285,LYOVAC MERUVAX,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0286,M-M-R II,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0287,M-R VAX,False,CPT-90708,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0288,M-R VAX II,False,CPT-90708,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0289,M-VAX PFIZER,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0290,MASERN-IMPFSTOFF SSW,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0291,MEASLES VACCINE AIK-C STRAIN POLYVAC,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0292,MEASLES VACCINE DK3,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0293,MENAFRIVAC,False,,,,,
VAC0294,MENCEVAX A,False,,,,,
VAC0295,MENOMUNE-A/C/Y/W-135,False,CPT-90733,"Unconjugated meningococcal vaccine ACWY, unspecified",True,6,0
VAC0296,MENPOVAX 4 A+C+Y+W135,False,CPT-90733,"Unconjugated meningococcal vaccine ACWY, unspecified",True,6,0
VAC0297,MENPOVAX A+C,False,,,,,
VAC0298,MERUVAX,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0299,MERUVAX II,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0300,MEVILIN-L,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0301,MMR,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0303,MONIARIX,False,,,,,
VAC0304,MOPAVAC SEVAC,False,,,,,
VAC0305,MOPV,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0306,MORBILVAX,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0307,MORUBEL,False,CPT-90708,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0308,MORUMAN BERNA PRODUCTS,False,CPT-90281,"Measles immunoglobulin, unspecified",True,4,0
VAC0308,MORUMAN BERNA PRODUCTS,False,CPT-90283,"Measles immunoglobulin, unspecified",True,4,0
VAC0308,MORUMAN BERNA PRODUCTS,False,CPT-90741,"Measles immunoglobulin, unspecified",True,4,0
VAC0309,MORUPAR,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0310,MOVIVAC,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0311,MUMATEN BERNA PRODUCTSNA,False,CPT-90704,"Mumps vaccine, unspecified",True,12,0
VAC0312,MUMPS LIVE,False,CPT-90704,"Mumps vaccine, unspecified",True,12,0
VAC0313,MUMPS inactivated,False,,,,,
VAC0315,MUMPSVAX,False,CPT-90704,"Mumps vaccine, unspecified",True,12,0
VAC0317,NABI-HB,False,CPT-90371,"Hepatitis B immunoglobulin, unspecified",True,6,0
VAC0318,NOTHAV,False,CPT-90730,"Inactivated hepatitis A vaccine, unspecified",True,8,0
VAC0319,OMNIHIB,False,CPT-90648,"Hib PRP-T conjugated vaccine, unspecified",True,10,0
VAC0319,OMNIHIB,False,CPT-90737,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0320,"OPV 1-2-3, unspecified",True,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0321,ORIMUNE,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0322,PARIORIX,False,CPT-90704,"Mumps vaccine, unspecified",True,12,0
VAC0323,PAVIVAC-SEVAC,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0324,"Pneumococcal conjugate vaccine, 7 valent, unspecified",True,CPT-90669,"Pneumococcal conjugate vaccine, 7 valent, unspecified",True,4,1
VAC0325,PEDIARIX,False,CPT-90723,"Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B pentavalent vaccine, unspecified",True,4,0
VAC0326,PEDVAXHIB,False,CPT-90647,"PRP-OMP Hib vaccine, unspecified",True,3,0
VAC0326,PEDVAXHIB,False,CPT-90737,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0327,PENTA,False,CPT-90698,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
